body,tags
"<p>In a <a href=""http://demonstrations.wolfram.com/GracefulGraphs/"" rel=""nofollow"">graceful graph</a>, the vertices have number values that range from 0 to $n$ and $n$ edges with all values from 1 to $n$ that are differences between the vertex values. Here's a graceful but boring path graph with an Eulerian tour.</p>

<p><a href=""http://i.stack.imgur.com/MmgzQ.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/MmgzQ.png"" alt=""enter image description here""></a></p>

<p>A more interesting graph is the <a href=""http://mathworld.wolfram.com/PetersenGraph.html"" rel=""nofollow"">Petersen graph</a>, which can be labeled gracefully.</p>

<p><a href=""http://i.stack.imgur.com/FoLor.gif"" rel=""nofollow""><img src=""http://i.stack.imgur.com/FoLor.gif"" alt=""Graceful Petersen graph""></a></p>

<p>In this graph, 1-2-3 is a path for vertices 2-3-5-8. Three edges out of 15 means this is a 20% path.  An <a href=""https://en.wikipedia.org/wiki/Eulerian_path"" rel=""nofollow"">Eulerian path</a> would be 100%.  Is there a graceful Eulerian labelling for anything other than the path graph? For a partial <a href=""http://mathworld.wolfram.com/QueenGraph.html"" rel=""nofollow"">queen graph</a> on a 4x4 grid, here is a semi-graceful labeling with length 36. </p>

<p><a href=""http://i.stack.imgur.com/epQWc.jpg"" rel=""nofollow""><img src=""http://i.stack.imgur.com/epQWc.jpg"" alt=""increment maze""></a></p>

<p>Here is a similar semi-graceful graph. If vertices had values ranging from 0 and 29, then it would be a graceful graph. Let's call this an Eulerian semi-graceful graph.</p>

<p><a href=""http://i.stack.imgur.com/vbt4J.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/vbt4J.png"" alt=""Eulerian semi-graphful graph""></a></p>

<p>For semi-graceful Eulerian graphs, are any of them interesting graphs? The vertex sequence 9, 10, 8, 5, 9, 14, 8, 1, 9, 0, 10, 21, 9, 22, 36, 21, 5, 22, 40, 21, 1, 22, 0, 23, 47, 22, 48, 21, 49, 78, 48, 79, 47, 14, 48, 83, 47, 10, 48, 9, 49, 90, 48, 5, 49, 94, 48, 1, 49, 0 can be used to make a 20 vertex graph with path length 49, but it isn't all that interesting. Is it possible to find a <a href=""http://mathworld.wolfram.com/PolyhedralGraph.html"" rel=""nofollow"">polyhedral graph</a> with an Eulerian semi-graceful labeling?</p>

<p>For $n$ vertices, what is the longest possible path?</p>

<p>EDIT: Leen Droogendijk points out an Eulerian graceful graph. Are there others?</p>

<p><a href=""http://i.stack.imgur.com/5kuXp.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/5kuXp.png"" alt=""Leen Droogendijk graph""></a></p>

<p>EDIT 2:  Turns out there are many Eulerian graceful graphs. So far, all of them seem to have at least one vertex with valence 1 or 2.</p>

<p><a href=""http://i.stack.imgur.com/tbKV1.png"" rel=""nofollow""><img src=""http://i.stack.imgur.com/tbKV1.png"" alt=""Large Eulerian graceful graph""></a></p>
","<combinatorics><graph-theory><recreational-mathematics>"
"<p>So far I've come across a bunch of different terms for matrices used in graph theory - adjacency matrix, connectivity/connection matrix, vertex matrix, etc.</p>

<p>Are there any differences between these matrices or are all of these terms just referring to the same thing?</p>
","<graph-theory><terminology>"
"<p>Was reading an introductory graph theory book, and it says that nets of solids can be represented using adjacency graphs, and new nets can be discovered by searching for all the spanning trees of the graph.</p>

<p>It also mentions that for some solids known as non-manifold, the spanning trees might not result in feasible nets. It does not elaborate.</p>

<p>I have tried searching this on the internet but it seems quite obscure and all I got were discussions about 3D graphic renderers</p>
","<graph-theory><solid-geometry>"
"<p>Source is in <a href=""http://mathworld.wolfram.com/HamiltonianGraph.html"" rel=""nofollow"">Mathworld</a>, but it has no proof. Also, I am not completely sure what ""unbalanced"" means here. Non-equal number of even and uneven degrees?</p>

<p>What I am interested in, are there some universal properties of (connected) graphs that prevent hamiltonicity? Something to do with number of vertices versus edges, or average degrees or such? Something that is easy to demonstrate?</p>

<p>I will (hopefully) be using them as counterexamples of hamiltonian graphs in my thesis.</p>
","<graph-theory>"
"<p>Sorry for the english, I tried to make it the most clear possible.</p>

<p>Be $G$ a connected graph not directed, I have to find an algorithm that given $n$ the quantity of vertex and $0&lt;k&lt;n$ disjoint components gives a graph such the weight of it's maximum edge is the minimum possible. Then, proof that this algorithm is correct.</p>

<p>So the algorithm I came up with is:</p>

<p>First whit some known algorithm, generate the minimum spanning tree. (for example whith the prim <a href=""http://en.wikipedia.org/wiki/Prim%27s_algorithm"" rel=""nofollow"">algorithm</a>)</p>

<p>For 1 to k get the maximum edge of this Minimum spanning tree and delete it.</p>

<p>done.</p>

<p>Proof that this work: </p>

<p>By induction:</p>

<p>Base Step($k=1$) :</p>

<p>Let $G$ be our graph of $n$ vertex and connected, getting a minimum spanning tree of $G$, we know we have a subgraph such all the vertex are connected there are no circuits and the sum of the weights of the edges is minimum.</p>

<p>If the sum of the weights of the edges is minimum, then this means the maximum weight of an edge is minimum. Then this step holds.</p>

<p>Inductive step(if $i-1 \rightarrow i$):</p>

<p>Let $G'$ be the minimum spanning tree. By Inductive hypothesis I know i can get the firsts $i-1$ edges and I get the disjoint graph the maximum weight of an edge is minimum for $i-1$ connected components. Then deleting the maximum weight edge, I get the disjoint graph the maximum weight of an edge is minimum for $i$ connected components.</p>

<p>I'm not very convinced this proof is correct, the inductive step feels very rare, and I think I used it wrong. </p>

<p>What do you think?</p>
","<graph-theory><proof-writing>"
"<p>I have a lemma that say:</p>

<p>Let $G$ be a planar graph whose exterior face is bounded by a cycle $u_1,...,u_k$. Then there is a vertex $u_i$ ($i\neq 1,k$) not adjacent to any $u_j$ other than $u_{i-1}$ and $u_{i+1}$.</p>

<p>But for example $K_4$ is planar and this condition doesn't look satisfy. So I don't really understand this lemma.</p>

<p><img src=""http://i.stack.imgur.com/lcfrA.png"" alt=""enter image description here""></p>
","<graph-theory>"
"<p>Suppose we know that a simple graph (no multiedges or loops) with finitely many vertices is connected, regular (every vertex has the same degree), and bipartite. Must the graph be a hypercube or an even cycle?</p>
","<graph-theory>"
"<p>Where:</p>

<p>SCC - strongly connected components<br>
DFS - depth first search</p>

<p>This is the graph I was trying to ""solve"" this way is:</p>

<p><img src=""http://i.stack.imgur.com/oO5nX.jpg"" alt=""enter image description here""></p>

<p>So I'm starting from the A vertex and go straight to G, setting proccessing times all the way - A = &lt;1, 0> and G = &lt;7, 0>.</p>

<p>Then I go back, G = &lt;7, 8>, then to H = &lt;6, 9>, I = &lt;5, 10>, E = &lt;4, 11>...is this correct? And what's next? I can go to C = &lt;3, 0>, or to F which was not visited yet...I guess I should do:</p>

<p>F = &lt;12, 0>, D = &lt;13, 0>, D = &lt;13, 14>, F = &lt;12, 15>, E = &lt;4, 16>, C = &lt;3, 17>, B = &lt;2, 18>, A = &lt;1, 19></p>

<p>Is this correct?</p>

<p>Then I reverse the edges (arrows)...How to get SCC now?</p>
","<graph-theory><algorithms>"
"<p>I know the <a href=""http://en.wikipedia.org/wiki/Four_color_theorem"" rel=""nofollow"">four colour theorem</a> was solved by a computer checking a large number of cases. What I don't understand is why there are only a large but finite number of cases. It seems like there should be infinitely many planar graphs... What is the intuition behind cutting this down to a finite number of configurations?</p>
","<graph-theory><coloring>"
"<p>A polyomino is a connected subset of $\mathbb{Z}^2$ - a set of squares joined along their edges such that the resulting form is connected (or, more shortly, a generalized form of Tetris cube). A polyomino can be easily thought of as graph with vertices being elements of $\mathbb{Z}^2$ and edges between two vertices of hamming distance 1 (i.e. with one coordinate equal and the other different by 1).</p>

<p>The Hamiltonian path/cycle problem is the problem of determining for a given graph whether it contains a path/cycle that visits every vertex exactly once. It is known to be NP-complete for general graphs and even for planar graphs. My question is whether it's still NP-complete when restricting the graphs to be polyominoes (and if it is NP-complete, how it is shown).</p>
","<computer-science><graph-theory><np-complete>"
"<p>In a graph $G$, a <em>diametral path</em> is a path of length $\text{diam}(G)$ joining two vertices that are at a distance $\text{diam}(G)$ from each other. Given a tree $T$, consider the set of all diametral paths of $T$. For example, if $T$ is say the star graph $S_4$, it is not true that the set of all diametral paths would share an edge. But when do they?</p>

<p>How can we characterize trees where every diametral path has an edge in common? Looking at some examples, it seems always true for at least <a href=""http://mathworld.wolfram.com/BicenteredTree.html"" rel=""nofollow"">bicentered trees</a>. The intuition would be that every such path passes through the center, and thus have the edge between the two centers in common.</p>
","<graph-theory><discrete-mathematics>"
"<p>I know that many types graphs have unique names, ie. a directed graph where each node has exactly one outbound edge is known as a <code>functional</code> graph. Do the graphs with exactly 2 inbound/outbound edges have a name?</p>

<p><strong>Bonus</strong>: If the 2 inbound/outbound graph is named, is the nth inbound/outbound graph named?</p>
","<terminology><graph-theory>"
"<p>Each <strong>Problem</strong> has one or many <strong>Solution(s)</strong>.</p>

<p>Each <strong>Solution</strong> has its <strong>Weight</strong>.</p>

<p>Each <strong>Solution</strong> leads to zero or many <strong>Consequent Problems</strong>, that must be solved if this solution is used.</p>

<p>There are <strong>no cycles possible</strong>.</p>

<p>Given the root problem, goal is to find <strong>optimal combination of {Problem:Solution} pairs</strong> that gives minimum (or maximum) Total Weight (sum of weights of all used solutions), so all consequent problems of all used solutions are resolved.</p>

<p>Is there any algorithm with the runtime less or equal to $O((P+S)^2)$ that calculates the goal? other words - without recursively enumerating all possible combinations (via cartesian product).</p>
","<combinatorics><graph-theory><optimization><nonlinear-optimization>"
"<p>Is it possible to quantify the number of dimensions in combinatorial spaces.  The space I am particularly interested is all partitions of a set, bounded by the Bell number, where objects in this space are particular partitions.</p>
","<combinatorics><graph-theory>"
"<p>The graphs that I consider are:</p>

<ol>
<li>labelled (so, I do not want to count them up to isomorphism).</li>
<li>simple (no loops and at most one edge between two nodes).</li>
<li>connected.</li>
</ol>

<p>In </p>

<p><a href=""http://math.stackexchange.com/questions/154941/how-to-calculate-the-number-of-possible-connected-simple-graphs-with-n-labelle"">How to calculate the number of possible connected simple graphs with $n$ labelled vertices</a></p>

<p>there is an answer to the count of such graphs given $n$ vertices.  Would there be a formula of the number of such graphs if the number of vertices $n$ and the number of edges $m$ are given?  My situation is that I need to estimate the number of such graphs when $n$ is large (say 3000), but $m$ is small.  </p>
","<combinatorics><graph-theory>"
